Water_Body,pH,Turbidity_NTU,Temperature_C,Dissolved_Oxygen_mgL,Conductivity_uS,Bacteria_CFU_100mL,Potability,Organic_Carbon_mgL,Ammonia_mgL,Nitrates_mgL,Nitrites_mgL,Sulfate_mgL,Solids_ppm
Pond,7.4,15.04,15.1,4.68,1156.3,3111.0,0,12.13,3.31,49.74,1.84,69.81,26250.79
Pond,8.84,36.44,25.0,4.79,1116.9,1892.0,0,7.21,4.23,49.05,1.37,125.34,11098.66
Pond,8.81,48.7,34.9,9.52,474.4,3923.0,1,8.98,0.38,41.17,2.47,349.21,47746.11
Reservoir,7.64,4.09,32.2,3.67,1300.5,4960.0,1,15.01,0.03,5.26,2.67,282.14,48286.51
Lake,7.37,40.86,24.5,7.84,610.1,2699.0,1,13.83,0.86,8.76,0.13,324.82,239.51
Reservoir,8.42,29.88,11.2,6.12,528.4,838.0,0,18.87,0.47,17.59,2.31,170.92,46492.29
Pond,8.04,19.34,21.7,4.92,1367.1,4156.0,0,5.09,1.17,32.02,0.28,368.25,14838.54
Lake,8.64,39.59,27.6,5.84,486.4,4954.0,0,12.11,1.28,14.57,1.38,19.56,47978.22
Reservoir,8.19,16.63,28.8,9.31,362.1,721.0,0,0.65,4.11,22.85,0.32,297.23,30883.74
Reservoir,8.86,17.09,34.7,6.56,1356.1,3322.0,1,3.08,0.35,4.55,0.91,164.33,30808.99
Pond,8.66,25.27,7.0,10.62,883.6,597.0,0,18.9,2.5,13.62,1.15,150.35,1089.89
Lake,8.57,23.16,33.3,10.58,890.5,3945.0,1,18.87,4.26,47.18,0.12,235.13,35601.38
Pond,7.17,7.08,10.0,8.81,1239.4,149.0,0,6.21,2.97,45.44,1.31,491.43,38323.51
Lake,7.16,1.75,24.1,8.56,519.2,2971.0,1,14.49,1.07,35.57,2.36,324.87,26346.45
Ocean,8.22,31.81,25.1,3.68,1369.8,528.0,1,10.59,4.72,30.96,2.7,108.82,25514.45
River,6.25,17.08,13.2,10.17,148.2,2441.0,1,17.49,3.29,34.9,0.37,97.5,24619.78
River,6.97,26.41,9.7,11.24,554.7,3090.0,1,18.29,0.78,26.39,1.16,129.95,119.46
River,8.8,10.67,14.3,10.57,530.5,3010.0,1,12.88,4.9,40.02,2.4,197.54,14591.86
Pond,7.35,28.6,13.9,5.02,1339.8,1118.0,1,11.02,4.94,30.47,0.5,375.75,29752.08
Ocean,6.81,16.89,28.8,4.52,868.5,4428.0,0,14.85,4.16,11.16,0.04,313.3,34424.34
Lake,7.43,30.73,11.3,6.67,585.6,3807.0,0,17.31,2.29,35.91,0.99,425.23,33947.64
Reservoir,6.87,34.0,26.9,11.29,463.2,4043.0,0,17.15,3.2,3.25,0.73,452.19,37474.91
Lake,8.3,0.65,9.5,8.82,823.4,2377.0,0,19.05,0.92,14.54,2.56,51.5,31807.23
Reservoir,8.55,21.84,17.1,6.88,1034.3,1893.0,0,1.12,0.65,23.03,2.05,433.08,13312.8
Lake,8.35,36.44,10.1,4.83,247.6,257.0,1,11.47,1.21,47.78,2.74,194.58,37976.69
Ocean,6.45,37.12,32.8,10.04,498.7,2821.0,0,19.76,4.05,13.77,0.43,433.16,33153.91
Reservoir,7.01,19.35,29.1,9.94,1295.7,966.0,0,14.89,2.19,44.44,1.32,182.65,2612.29
Pond,6.64,41.14,5.5,5.4,499.0,4453.0,1,12.79,4.51,48.22,2.42,302.48,1707.91
Lake,6.13,32.69,15.7,9.0,180.0,1786.0,1,12.47,1.19,12.31,1.84,473.99,20907.78
Lake,8.22,49.47,15.5,5.29,1025.9,4842.0,0,18.49,2.74,41.49,1.9,224.6,34904.37
Reservoir,7.29,25.87,19.3,10.02,1433.6,2235.0,0,1.54,3.2,30.33,1.23,334.27,4213.55
Pond,6.83,19.09,11.5,3.26,833.1,3646.0,1,11.31,0.69,40.27,0.74,460.53,3230.14
Pond,6.92,46.01,21.0,10.94,842.5,3368.0,0,6.9,4.97,11.6,0.96,257.21,20695.83
Ocean,6.41,20.47,14.6,7.89,1429.9,2585.0,1,3.61,3.68,29.28,1.32,257.01,32239.77
Pond,8.48,32.2,17.4,4.77,63.6,3359.0,1,5.18,1.75,48.4,0.56,427.56,42076.89
Pond,6.43,41.38,17.5,8.33,97.9,4152.0,1,8.62,1.53,22.62,2.99,43.64,26247.6
Pond,7.01,23.3,29.0,9.54,846.4,690.0,0,16.69,2.6,28.34,1.21,232.31,48266.41
River,6.02,22.37,23.2,9.65,1215.7,1342.0,0,16.93,1.91,31.99,0.55,363.65,15937.33
Ocean,7.31,14.78,15.1,11.55,181.5,4825.0,0,10.33,4.53,34.66,2.3,164.69,37559.8
Lake,7.06,48.13,29.5,6.49,870.5,3398.0,1,5.15,3.76,34.76,0.26,403.16,23920.84
Reservoir,8.16,47.23,13.0,10.77,991.6,4195.0,1,18.47,1.59,13.73,1.94,364.54,12929.34
Lake,8.15,23.56,10.3,3.4,781.7,760.0,1,11.1,0.06,12.14,1.37,475.44,15521.39
Ocean,6.12,16.7,8.1,5.76,760.6,4382.0,1,0.16,2.01,29.2,2.43,144.49,48288.76
Reservoir,6.35,6.83,25.4,7.68,222.0,3098.0,0,12.93,0.81,19.09,0.49,389.72,21897.18
Ocean,8.71,24.15,13.4,10.75,1177.3,1904.0,1,0.35,1.76,28.19,1.27,412.42,18849.65
Pond,8.38,44.75,17.3,7.38,1200.4,730.0,0,18.25,1.71,26.44,1.31,306.85,39158.97
Reservoir,7.17,43.52,32.6,8.37,658.5,752.0,1,19.49,1.82,41.97,1.85,277.59,35383.02
Pond,6.5,6.25,18.9,5.1,567.1,970.0,1,4.52,1.56,22.04,2.96,93.61,4589.65
Lake,6.78,24.55,11.9,5.57,495.2,2975.0,0,19.32,4.61,49.37,0.22,402.13,32644.53
Lake,7.97,40.87,26.7,9.26,1175.8,552.0,1,14.44,0.53,37.8,1.16,134.08,4360.93
Reservoir,8.84,41.83,27.5,12.0,1250.8,2505.0,0,3.98,4.45,31.45,2.58,363.61,44840.56
Reservoir,7.85,46.75,34.7,11.08,1001.6,4811.0,1,6.85,0.24,18.97,2.38,276.44,47924.79
Ocean,6.08,10.56,8.5,9.95,103.0,3246.0,0,17.82,3.06,6.29,0.19,129.39,40686.61
Ocean,7.95,21.03,13.4,4.42,1286.3,116.0,1,19.32,4.42,37.85,2.38,265.19,7507.38
Pond,8.83,47.74,11.1,10.25,631.0,1875.0,1,8.32,3.25,9.71,2.05,371.27,34167.61
Reservoir,7.08,13.91,21.7,9.87,639.2,3569.0,0,0.41,0.52,24.0,2.95,236.06,27079.83
Lake,8.8,17.07,33.0,3.83,1308.5,1824.0,1,10.54,3.62,49.35,2.77,53.13,40777.68
Ocean,8.01,11.67,22.0,5.11,1238.9,1067.0,0,12.76,1.78,39.45,0.4,209.39,40993.6
Ocean,6.57,27.17,12.4,6.11,64.7,421.0,1,6.08,0.37,28.82,2.22,5.01,20257.13
Lake,6.44,26.72,16.9,8.84,663.4,423.0,1,7.04,0.82,30.61,1.71,341.25,37041.78
Ocean,6.53,40.95,28.2,5.77,1397.6,811.0,1,10.34,0.87,24.79,1.94,33.12,48186.78
Pond,8.1,20.93,20.3,4.06,1133.4,2153.0,1,6.25,3.44,17.48,1.91,420.31,26619.8
Reservoir,7.77,12.89,11.3,3.4,532.8,1642.0,1,17.28,0.4,0.34,0.38,164.01,25320.31
Lake,7.37,41.62,25.9,9.05,341.7,4566.0,0,13.1,1.02,16.43,1.12,323.83,49106.26
Reservoir,6.79,32.65,25.9,4.7,1466.4,2176.0,1,7.0,0.36,43.85,2.42,434.65,6263.24
Ocean,8.72,8.23,33.8,10.71,1249.6,4812.0,0,7.07,1.68,7.3,1.01,305.07,5843.8
Ocean,6.64,28.72,30.6,11.84,1294.6,3289.0,0,14.57,0.05,47.53,1.2,403.49,23046.8
Lake,6.85,23.26,30.4,6.08,637.5,222.0,1,10.21,4.72,1.71,2.76,65.98,7008.13
Pond,6.16,42.37,32.1,11.25,1042.3,3012.0,1,12.23,1.02,44.59,2.57,323.6,12029.73
River,6.83,30.28,23.7,8.65,559.0,305.0,0,8.74,2.68,8.44,1.69,12.43,46003.13
Lake,8.77,39.66,19.3,6.94,754.6,4775.0,1,7.01,0.38,34.4,0.9,210.39,6319.35
River,6.56,23.44,6.4,3.39,115.0,4931.0,0,3.47,3.78,32.44,0.08,84.37,19991.4
River,6.61,49.03,16.8,6.54,1109.3,2894.0,0,1.05,1.59,49.51,0.07,289.22,4180.19
Pond,7.8,40.09,20.0,10.58,1228.1,4916.0,0,8.05,4.32,0.14,0.94,59.46,1770.38
River,7.7,30.13,33.3,10.24,1173.4,79.0,1,5.16,4.71,1.47,2.81,363.43,24314.63
River,6.53,40.73,21.3,11.72,739.1,1934.0,0,3.19,4.64,18.4,2.25,162.8,8277.61
Pond,6.46,16.36,22.9,9.52,895.4,638.0,1,7.62,3.88,16.73,2.8,109.84,18927.04
River,6.35,48.88,24.0,8.8,164.4,3684.0,0,16.58,1.58,43.8,2.28,268.42,41773.96
River,8.58,21.04,32.6,8.42,877.0,3494.0,1,13.74,0.91,31.12,1.88,206.93,49656.4
River,7.96,18.83,16.8,4.26,140.9,374.0,0,18.46,1.92,34.57,1.6,206.01,38746.46
Lake,8.86,39.48,32.4,3.46,590.7,2097.0,0,0.35,4.58,49.13,1.5,288.69,7510.66
Lake,6.5,31.71,22.4,7.08,1026.9,1122.0,1,9.91,1.02,36.15,1.37,69.56,46765.87
Lake,7.38,38.53,6.7,10.98,1475.2,1166.0,1,4.73,4.92,22.9,2.13,213.91,40624.69
Pond,8.23,39.09,17.1,11.58,1476.5,3762.0,1,16.61,1.23,23.21,2.89,121.96,20553.06
Ocean,6.64,32.01,7.6,11.27,1120.7,2658.0,0,1.19,0.46,41.51,1.88,271.57,1566.34
River,8.05,42.3,11.3,4.88,376.3,153.0,1,9.59,4.41,43.77,0.57,426.19,3087.03
River,7.42,36.46,15.9,8.79,291.3,306.0,1,16.1,1.7,45.48,1.82,433.91,31220.15
Pond,7.29,29.08,33.8,10.8,956.9,4162.0,0,17.42,4.61,26.09,1.34,462.76,36530.75
River,7.93,38.18,22.6,3.07,1339.3,3804.0,0,13.97,1.41,48.56,0.6,387.81,10014.03
Lake,7.4,25.14,34.5,3.97,1364.7,668.0,1,9.36,1.47,45.65,2.4,313.97,41160.66
Ocean,8.46,24.52,14.2,11.28,1324.1,422.0,0,10.54,0.34,26.63,0.84,275.24,22922.63
Reservoir,8.79,17.31,25.1,11.72,1017.1,2750.0,0,5.14,3.66,3.9,2.62,439.0,5003.37
River,7.77,42.43,21.4,3.03,221.9,1854.0,1,9.2,3.11,13.15,0.09,193.6,31624.52
Lake,6.9,15.32,16.7,5.89,1251.0,4656.0,1,14.63,0.93,7.69,0.97,416.7,19438.09
Reservoir,8.33,12.94,32.2,10.32,1274.1,2400.0,1,17.45,4.06,25.4,1.14,151.71,23377.38
Ocean,6.51,11.37,19.1,3.7,656.5,3244.0,1,18.53,1.52,25.52,1.47,423.29,6150.31
Reservoir,6.28,33.19,16.8,7.31,1342.9,3980.0,1,13.68,1.95,28.43,1.1,321.48,6716.55
Lake,7.56,10.37,12.2,11.52,323.5,4349.0,1,14.05,1.57,43.86,2.14,369.9,47248.5
Reservoir,7.94,43.44,27.3,8.85,743.9,879.0,1,2.02,4.56,28.42,2.29,255.17,41065.75
Pond,8.5,35.05,23.4,11.19,693.2,502.0,0,1.84,0.58,48.2,1.5,96.36,32130.76
Reservoir,8.87,39.6,12.3,9.15,691.2,3058.0,1,16.33,0.32,6.32,0.57,62.77,41063.91
River,8.62,7.47,29.6,11.96,63.0,1397.0,1,3.01,4.22,19.08,1.45,205.98,4828.49
River,8.97,1.24,33.5,4.62,1128.0,3204.0,0,11.07,0.78,1.86,1.91,121.65,41499.64
Pond,7.43,4.52,25.7,3.1,1356.1,2667.0,1,13.48,4.95,1.27,0.65,131.65,29420.85
Lake,6.95,34.02,17.7,4.31,155.5,4394.0,1,16.08,3.49,43.16,1.77,458.48,40169.82
River,7.38,5.61,28.7,7.74,984.0,3033.0,1,11.35,2.17,2.96,1.48,229.84,813.76
Ocean,7.93,23.87,21.6,5.83,1238.3,3088.0,0,7.92,2.47,41.15,0.18,237.8,38529.8
River,7.52,40.25,5.8,3.92,806.7,210.0,0,16.37,2.53,4.59,2.48,366.5,27011.22
River,7.9,18.2,24.6,3.54,574.0,2114.0,1,3.25,2.51,9.31,0.62,67.83,29335.42
Lake,8.66,2.83,27.8,3.22,980.6,4725.0,0,13.37,2.76,6.46,0.72,207.97,6067.2
Reservoir,6.5,44.23,13.7,3.91,215.1,4557.0,1,11.61,2.42,49.74,0.85,246.33,26630.43
River,6.36,35.56,13.9,9.43,1086.0,3521.0,0,4.97,3.18,31.79,2.92,21.66,38027.72
Pond,7.5,2.24,14.9,10.14,288.7,4705.0,1,3.42,1.95,22.16,0.58,458.97,5625.76
Reservoir,8.95,16.56,25.4,9.85,440.4,1036.0,0,12.76,3.21,7.14,1.97,232.43,47545.66
Ocean,6.18,18.93,11.7,8.2,777.9,3532.0,1,9.55,1.93,30.51,1.01,76.02,18495.53
Lake,8.96,43.5,26.3,7.68,673.4,227.0,0,1.29,0.06,13.01,1.61,45.79,26954.07
Ocean,8.9,4.75,8.4,12.0,671.5,2481.0,0,1.43,2.99,20.05,1.86,465.07,4836.72
Reservoir,6.88,38.61,20.4,11.1,303.9,1258.0,1,0.91,4.31,2.65,2.28,159.55,30055.88
Reservoir,8.67,48.72,27.7,5.82,1071.2,3631.0,0,19.49,4.39,43.79,0.23,143.68,41384.56
Reservoir,6.02,19.59,25.0,5.1,338.6,2129.0,0,3.15,0.73,45.1,2.41,251.32,40865.39
Ocean,7.36,1.68,23.7,6.31,134.3,1762.0,1,15.74,0.81,3.94,1.34,470.17,19977.15
Reservoir,7.21,12.39,27.0,7.55,1416.9,1867.0,0,18.07,2.63,6.65,0.46,70.41,22379.5
Ocean,8.71,6.77,8.6,5.52,66.8,2237.0,1,13.29,3.42,28.75,2.68,51.29,33969.02
Reservoir,7.42,39.56,20.9,7.82,535.0,104.0,0,3.34,4.52,5.9,1.7,97.12,28676.2
Pond,7.25,17.89,29.7,7.79,683.6,30.0,0,12.85,4.91,49.88,0.36,158.23,14100.72
Reservoir,7.92,44.97,18.2,5.33,628.3,4692.0,0,1.88,2.71,5.9,1.21,457.5,35224.92
Ocean,7.13,45.74,11.9,3.69,346.3,3384.0,0,1.16,2.82,25.76,0.31,320.01,31228.7
River,7.61,18.75,7.8,7.13,850.4,3453.0,0,9.49,1.51,26.68,0.16,481.56,1816.52
Reservoir,8.87,30.43,30.3,7.15,67.0,1243.0,1,5.4,0.83,2.87,1.88,21.8,2368.98
River,6.61,47.24,33.2,3.15,873.6,454.0,1,16.77,0.57,44.93,0.81,178.07,41457.73
Pond,7.38,4.77,23.8,9.58,559.2,549.0,0,1.86,0.61,23.96,0.98,258.0,13403.13
Lake,6.05,38.76,5.2,6.27,1094.1,4015.0,1,2.36,2.34,7.73,2.11,63.01,43844.04
Pond,8.53,2.93,6.4,8.11,1363.8,2851.0,0,5.98,1.01,45.48,1.33,487.67,16846.16
Reservoir,6.28,22.46,10.2,3.12,772.3,1578.0,0,5.64,2.28,25.05,1.78,264.17,23040.46
River,6.28,25.87,5.3,3.88,888.6,3077.0,1,7.88,4.02,21.42,0.37,490.05,12719.5
River,8.65,27.69,20.6,5.89,480.5,4962.0,0,6.38,0.14,39.71,2.89,14.3,8189.47
Ocean,7.23,42.53,13.3,11.7,328.2,3368.0,1,13.5,3.33,3.21,1.29,139.28,266.66
River,8.06,10.72,10.6,11.04,1049.5,1376.0,1,19.75,1.36,5.76,2.01,442.85,1033.14
Ocean,8.57,22.33,17.1,11.8,674.5,3324.0,0,7.06,4.01,0.81,0.31,199.37,19980.93
Lake,7.12,14.08,9.9,6.95,1223.6,4015.0,1,17.8,3.92,35.57,0.55,10.88,32209.22
Reservoir,6.78,29.72,22.7,3.21,1283.4,3933.0,1,7.38,3.08,34.39,1.31,102.15,49343.22
Ocean,6.51,28.13,7.3,6.87,254.4,2791.0,1,15.01,3.19,43.93,0.66,467.43,317.85
Lake,7.82,39.48,12.5,6.89,583.1,974.0,1,7.77,3.96,40.33,1.76,354.53,21025.13
River,6.76,9.29,7.7,11.8,383.3,165.0,1,18.35,0.33,10.11,1.06,222.87,49384.28
River,7.9,40.9,31.9,4.05,1046.1,4636.0,1,14.89,1.54,32.69,0.35,446.01,46642.71
Lake,6.95,17.75,14.4,4.01,780.8,2394.0,0,8.06,2.33,34.73,1.64,328.35,38068.03
River,7.04,28.65,27.6,6.71,1309.4,3715.0,0,4.64,0.72,29.47,2.23,252.78,23582.67
Lake,6.75,11.81,8.9,8.99,1269.7,2694.0,1,14.0,3.52,42.51,0.8,381.44,39010.15
Ocean,7.26,24.14,28.2,10.37,1009.7,805.0,1,13.08,1.04,24.07,2.04,241.5,3907.38
Ocean,6.49,8.74,19.5,8.81,442.7,2719.0,1,0.53,3.99,5.94,0.84,439.66,27169.17
Lake,6.96,34.42,27.4,11.12,1314.6,858.0,0,6.19,2.24,4.11,0.61,498.71,42205.89
Ocean,8.33,2.75,19.6,6.18,708.6,4705.0,1,9.22,2.68,41.93,2.42,403.61,12691.38
Ocean,6.65,30.25,10.2,9.08,412.2,381.0,1,11.9,3.75,31.56,2.25,170.34,38373.42
Ocean,8.84,37.68,8.9,7.7,634.1,2371.0,1,6.87,1.82,46.74,1.75,287.03,34287.2
Pond,7.48,44.14,11.7,5.28,487.5,116.0,0,1.88,0.14,24.08,2.52,248.23,42871.45
Reservoir,6.32,40.97,18.9,8.36,1448.5,1921.0,0,10.18,3.7,36.56,1.63,178.6,6888.52
River,8.83,44.78,19.8,9.54,1478.9,1928.0,1,0.84,3.52,21.11,2.14,154.16,7782.76
Pond,7.37,30.92,19.7,10.93,784.7,3076.0,0,7.36,4.39,9.24,1.62,85.48,6482.34
Ocean,7.67,3.07,23.1,9.16,623.4,4248.0,1,8.26,2.94,19.48,2.84,70.27,1267.25
Lake,6.56,48.54,8.6,9.2,1403.9,2308.0,1,18.67,4.39,29.77,0.33,330.98,46952.58
Ocean,7.0,39.01,30.7,3.72,371.1,4721.0,0,0.67,0.09,27.6,2.97,188.14,43580.06
Reservoir,8.11,29.86,30.9,6.23,67.3,3370.0,1,18.1,0.83,0.13,2.89,463.49,26706.0
Ocean,6.37,23.24,23.6,7.74,401.5,691.0,0,16.48,0.15,49.71,0.24,328.73,4844.41
Lake,7.71,5.33,29.6,8.57,1187.2,2674.0,1,7.5,4.95,25.71,0.98,296.84,20403.99
Reservoir,8.08,1.02,10.9,6.77,1397.8,4641.0,0,12.71,3.23,6.08,2.7,155.19,7249.0
Ocean,6.01,22.04,19.9,11.19,827.1,2892.0,1,13.61,3.55,17.9,2.21,360.53,30577.08
Reservoir,8.51,48.68,9.0,4.22,416.3,1953.0,0,16.71,3.2,47.61,1.57,14.38,21794.39
River,6.17,26.52,21.9,9.9,1056.5,437.0,1,15.65,2.87,16.0,0.96,237.11,42783.51
River,6.74,19.92,34.5,7.41,381.4,651.0,0,1.89,1.02,19.14,2.69,42.98,15823.52
Ocean,8.89,23.03,10.8,3.53,1255.3,2176.0,0,16.28,0.23,16.99,1.77,262.09,24716.34
Reservoir,6.24,15.27,10.8,5.22,156.2,1793.0,0,19.94,2.7,30.55,1.76,225.83,29299.8
Lake,8.48,48.85,29.4,4.52,919.7,4814.0,1,19.82,0.21,43.69,2.65,174.74,8183.95
Ocean,7.96,7.1,17.1,3.37,392.8,4187.0,1,9.81,2.38,13.0,2.96,144.1,12631.74
River,7.8,34.91,13.0,8.61,379.1,3674.0,1,0.16,1.84,25.15,2.98,333.2,7454.61
River,7.75,22.85,11.2,7.54,989.9,2743.0,0,9.01,0.29,12.61,2.87,80.78,37815.28
Ocean,6.5,8.05,22.1,9.63,1113.1,1493.0,0,18.31,0.96,45.36,2.93,488.72,5956.68
Reservoir,8.01,29.59,20.8,4.51,586.7,3674.0,1,9.7,2.66,42.24,0.41,234.34,9080.45
River,8.85,29.94,32.5,11.63,132.9,1483.0,1,2.7,4.82,47.48,1.88,151.34,40380.74
Reservoir,6.23,9.4,19.3,5.25,897.6,2612.0,1,12.95,3.49,48.36,1.21,380.07,449.71
River,7.0,23.32,22.6,10.0,1461.4,937.0,0,5.59,0.44,31.16,2.79,113.81,12829.1
River,7.42,44.98,19.5,11.84,1428.6,3910.0,0,13.18,3.61,48.24,1.94,493.1,6336.37
Pond,6.7,6.15,30.6,4.29,551.1,1481.0,0,6.8,1.82,49.52,0.15,159.06,11579.57
River,8.22,48.79,8.7,4.19,1085.5,1577.0,1,6.45,4.11,40.6,2.23,182.9,7108.51
Lake,8.07,0.91,18.0,8.75,1028.2,4544.0,1,18.45,0.12,47.29,0.42,215.51,47788.58
Ocean,6.35,31.33,31.0,11.68,188.7,2510.0,1,3.78,3.91,49.78,0.48,481.42,37333.5
Ocean,7.71,28.3,6.2,4.54,488.8,4191.0,0,12.26,4.88,36.07,0.24,89.01,34728.65
Reservoir,7.11,1.06,27.6,5.71,1369.6,2204.0,1,18.24,3.01,3.94,0.19,411.19,16097.59
River,6.69,31.21,12.8,4.97,94.1,174.0,0,9.21,0.78,11.33,0.17,472.93,42537.63
Lake,8.54,39.94,28.3,8.58,616.4,1369.0,0,8.19,3.91,6.3,2.83,156.78,34930.9
Reservoir,6.16,3.39,22.8,6.45,534.6,3949.0,0,13.05,2.87,24.87,1.19,361.6,31851.74
Pond,7.4,25.34,17.2,10.01,895.3,1978.0,0,14.25,3.33,21.9,1.09,387.48,39303.62
Reservoir,7.43,36.64,28.5,7.69,439.7,1223.0,1,7.0,1.81,29.71,2.51,435.39,15669.38
Reservoir,7.71,39.75,12.2,8.65,965.3,4197.0,0,6.6,3.93,9.02,1.66,415.86,23688.75
River,6.59,41.23,17.1,4.24,1109.4,4088.0,1,7.25,1.32,43.26,0.58,295.64,26193.14
Pond,8.61,4.54,8.8,4.83,290.4,1218.0,0,2.53,2.92,1.37,2.15,108.13,45478.63
Reservoir,8.9,33.34,10.4,11.82,577.3,906.0,0,9.17,0.7,26.06,1.4,333.45,4744.43
Lake,7.65,36.17,20.3,8.43,1410.9,37.0,0,2.57,1.79,36.13,0.18,372.53,19835.35
Lake,6.77,14.1,12.3,10.96,695.1,2472.0,0,17.81,4.35,46.36,1.34,384.98,28314.27
Ocean,8.63,48.77,9.4,5.58,1342.2,1891.0,0,17.31,0.48,13.79,1.71,53.58,28557.09
Pond,8.96,36.06,18.0,6.03,272.3,2018.0,1,18.48,0.98,29.77,1.46,193.6,11261.74
Pond,8.23,45.89,10.2,3.51,949.7,3387.0,1,11.07,2.95,23.28,0.39,329.01,36082.44
Ocean,7.0,34.86,31.4,11.1,650.2,1455.0,0,4.16,0.22,21.71,0.15,314.06,4422.28
Reservoir,6.71,6.94,31.6,4.32,593.6,4974.0,1,19.38,4.02,22.13,2.24,445.62,39992.89
Pond,6.47,13.33,32.2,5.88,678.3,2686.0,0,18.51,3.46,49.14,0.23,152.99,20970.21
Lake,6.7,21.45,33.8,6.67,423.9,1570.0,0,16.48,4.32,32.01,0.4,312.6,4136.28
Lake,6.68,21.72,12.4,10.36,1355.9,4485.0,0,4.88,2.83,40.85,0.48,87.61,38510.03
River,8.9,32.46,22.0,8.64,95.9,2100.0,0,15.61,3.07,39.45,2.19,52.74,10060.08
Pond,7.93,29.17,13.9,3.22,1440.0,1111.0,0,5.05,3.47,24.7,2.3,292.43,35600.02
Reservoir,6.5,4.75,10.2,6.69,183.4,506.0,1,11.84,1.48,16.25,0.19,191.81,48309.48
Ocean,7.46,42.11,13.2,11.88,986.2,934.0,0,19.01,1.97,15.52,2.13,21.78,19846.2
Ocean,6.55,42.74,14.7,9.57,844.7,4950.0,1,6.12,1.12,38.54,2.27,29.53,9433.72
Reservoir,7.82,42.64,18.8,4.96,1467.8,1714.0,1,2.4,3.97,22.63,1.57,495.77,48722.46
River,7.02,11.38,9.5,11.79,1401.7,2409.0,1,5.19,3.5,14.4,0.85,274.86,30430.05
Ocean,6.59,16.29,7.2,8.93,424.4,2633.0,1,14.27,2.11,21.68,1.89,309.78,25821.23
Pond,6.73,36.93,16.7,5.85,901.4,2722.0,0,5.36,2.73,14.46,2.3,131.91,1584.17
River,8.03,20.58,22.1,10.85,884.8,99.0,0,7.26,4.38,0.99,0.72,11.88,43612.39
Pond,7.22,22.65,29.4,3.97,418.5,1891.0,1,16.07,1.88,13.63,1.85,394.1,15949.79
Lake,7.54,30.04,19.9,4.61,931.5,2530.0,1,19.83,1.69,36.4,2.6,111.54,42770.05
River,8.46,2.14,25.9,4.2,794.8,4411.0,1,2.15,4.84,46.15,0.78,103.04,5450.64
Ocean,7.97,2.02,30.9,8.57,1181.8,4669.0,0,2.73,4.76,20.01,2.33,118.22,18535.56
River,7.39,3.47,25.3,8.15,904.6,1662.0,1,0.11,2.21,14.87,0.7,418.99,30310.61
River,8.86,11.53,10.4,8.77,348.6,3798.0,0,19.02,3.97,28.77,2.28,197.07,41807.49
River,6.64,49.08,24.2,8.57,1264.1,731.0,0,6.27,4.41,10.43,0.68,239.89,3803.33
River,6.87,5.36,34.4,11.2,1449.2,3196.0,1,12.1,0.86,36.25,1.98,293.67,12755.81
Pond,8.73,44.25,29.5,4.0,214.3,4819.0,1,1.51,0.78,36.99,1.9,275.79,8821.51
Lake,8.56,6.44,21.4,6.83,813.1,4858.0,0,2.07,0.64,6.8,1.04,83.21,48203.83
Reservoir,6.39,36.97,31.6,4.46,448.2,2818.0,1,18.18,3.03,47.92,0.02,406.77,23705.06
River,8.79,32.01,6.6,4.78,1186.6,1387.0,0,9.28,1.29,13.54,0.88,90.12,11136.18
Ocean,6.03,36.54,28.4,11.8,917.9,3144.0,1,1.24,3.44,14.55,0.14,437.52,36988.62
River,8.47,4.79,24.1,5.73,543.3,908.0,0,6.0,4.34,0.54,0.13,113.52,4732.45
Ocean,6.84,37.72,10.4,10.11,1196.1,2117.0,0,3.25,1.62,3.89,1.77,379.22,15573.36
Pond,6.57,16.67,28.4,4.98,1179.1,2716.0,0,14.89,4.75,20.96,1.72,246.89,49779.84
Ocean,7.35,12.96,33.0,3.4,775.5,243.0,0,3.68,0.91,27.93,1.26,15.51,30752.81
Reservoir,8.69,31.42,27.6,5.49,103.5,4033.0,0,15.51,4.25,42.14,0.37,265.8,45185.27
Lake,8.36,5.49,26.0,11.23,582.4,1014.0,0,17.45,0.46,15.38,0.58,363.69,25756.48
Ocean,8.9,12.44,27.5,4.64,1316.6,4489.0,1,17.41,0.32,37.66,1.48,279.83,49847.14
Ocean,7.62,27.86,8.4,11.26,216.4,4123.0,1,0.72,1.79,18.14,1.09,85.42,25840.49
Lake,7.53,39.1,31.8,5.07,363.9,1619.0,1,7.64,1.67,37.5,2.07,283.48,16368.64
Reservoir,6.04,43.51,23.8,3.49,891.2,4448.0,1,18.35,0.18,17.46,0.81,425.52,48965.22
River,6.54,21.61,13.6,3.27,223.1,2039.0,1,17.64,3.35,27.75,1.57,250.41,43844.6
Ocean,7.49,48.81,7.2,5.08,672.4,561.0,1,4.89,3.85,37.43,0.91,404.21,24431.91
Lake,8.26,38.8,27.8,4.43,442.4,4372.0,1,17.0,0.19,17.36,1.52,57.4,3812.79
Pond,8.47,20.42,24.7,3.1,856.5,1163.0,0,4.53,3.68,17.18,1.68,146.04,37212.19
Lake,6.85,19.88,24.9,7.83,1271.2,4767.0,0,13.41,0.29,10.46,1.41,50.25,49955.24
Pond,8.14,22.27,18.9,7.58,1338.2,2177.0,0,9.43,3.01,5.53,2.3,353.23,26326.05
Reservoir,8.49,37.49,30.8,8.62,194.8,4089.0,0,17.77,1.6,33.84,2.33,355.57,14435.42
